# This file was produced by samtools stats (1.9+htslib-1.9) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats -@ 20 amelRNA_3/amelRNA_3_kv.bam
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	66d24bc2	ec8d4489	28910415
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	9252
SN	filtered sequences:	0
SN	sequences:	9252
SN	is sorted:	1
SN	1st fragments:	4707
SN	last fragments:	4545
SN	reads mapped:	8164
SN	reads mapped and paired:	7076	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	1088
SN	reads properly paired:	6068	# proper-pair bit set
SN	reads paired:	9252	# paired-end technology bit set
SN	reads duplicated:	0	# PCR or optical duplicate bit set
SN	reads MQ0:	171	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	190
SN	total length:	1386855	# ignores clipping
SN	total first fragment length:	705611	# ignores clipping
SN	total last fragment length:	681244	# ignores clipping
SN	bases mapped:	1223683	# ignores clipping
SN	bases mapped (cigar):	1214949	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	0
SN	mismatches:	30515	# from NM fields
SN	error rate:	2.511628e-02	# mismatches / bases mapped (cigar)
SN	average length:	149
SN	average first fragment length:	150
SN	average last fragment length:	150
SN	maximum length:	150
SN	maximum first fragment length:	150
SN	maximum last fragment length:	150
SN	average quality:	36.3
SN	insert size average:	235.6
SN	insert size standard deviation:	43.2
SN	inward oriented pairs:	3014
SN	outward oriented pairs:	33
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	491
SN	percentage of properly paired reads (%):	65.6
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
FFQ	1	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	4614	0
FFQ	2	0	0	2	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	4616	0
FFQ	3	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	4642	0
FFQ	4	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	4622	0
FFQ	5	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	4627	0
FFQ	6	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	4646	0
FFQ	7	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	4615	0
FFQ	8	0	0	1	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	4624	0
FFQ	9	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	4636	0
FFQ	10	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	4624	0
